============================================================
Biblioteca : lfw_deepface
Inicio     : 2026-06-28 16:02:38
============================================================
[2026-06-28 16:02:38] INFO: Dataset=LFW | Pares=4000
[2026-06-28 16:02:46] PAIR: img1=Richard_Myers_0004.jpg, img2=Richard_Myers_0001.jpg, score=0.3312, label=1, decision=MATCH
[2026-06-28 16:02:54] PAIR: img1=Alvaro_Uribe_0006.jpg, img2=Alvaro_Uribe_0014.jpg, score=0.2423, label=1, decision=MATCH
[2026-06-28 16:02:54] PAIR: img1=Alvaro_Uribe_0006.jpg, img2=Alvaro_Uribe_0015.jpg, score=0.5008, label=1, decision=NO_MATCH
[2026-06-28 16:02:55] PAIR: img1=Alvaro_Uribe_0006.jpg, img2=Alvaro_Uribe_0033.jpg, score=0.5401, label=1, decision=NO_MATCH
[2026-06-28 16:02:55] PAIR: img1=Alvaro_Uribe_0014.jpg, img2=Alvaro_Uribe_0015.jpg, score=0.5051, label=1, decision=NO_MATCH
[2026-06-28 16:02:55] PAIR: img1=Alvaro_Uribe_0014.jpg, img2=Alvaro_Uribe_0033.jpg, score=0.6613, label=1, decision=NO_MATCH
[2026-06-28 16:02:55] PAIR: img1=Alvaro_Uribe_0015.jpg, img2=Alvaro_Uribe_0033.jpg, score=0.5115, label=1, decision=NO_MATCH
[2026-06-28 16:02:56] PAIR: img1=Tiger_Woods_0020.jpg, img2=Tiger_Woods_0001.jpg, score=0.6849, label=1, decision=NO_MATCH
[2026-06-28 16:02:56] PAIR: img1=Tiger_Woods_0020.jpg, img2=Tiger_Woods_0018.jpg, score=0.8124, label=1, decision=NO_MATCH
[2026-06-28 16:02:56] PAIR: img1=Tiger_Woods_0020.jpg, img2=Tiger_Woods_0007.jpg, score=0.6187, label=1, decision=NO_MATCH
[2026-06-28 16:02:56] PAIR: img1=Tiger_Woods_0020.jpg, img2=Tiger_Woods_0023.jpg, score=0.7385, label=1, decision=NO_MATCH
[2026-06-28 16:02:57] PAIR: img1=Tiger_Woods_0001.jpg, img2=Tiger_Woods_0018.jpg, score=0.4083, label=1, decision=MATCH
[2026-06-28 16:02:57] PAIR: img1=Tiger_Woods_0001.jpg, img2=Tiger_Woods_0007.jpg, score=0.4000, label=1, decision=MATCH
[2026-06-28 16:02:57] PAIR: img1=Tiger_Woods_0001.jpg, img2=Tiger_Woods_0023.jpg, score=0.4318, label=1, decision=MATCH
[2026-06-28 16:02:57] PAIR: img1=Tiger_Woods_0018.jpg, img2=Tiger_Woods_0007.jpg, score=0.5003, label=1, decision=NO_MATCH
[2026-06-28 16:02:57] PAIR: img1=Tiger_Woods_0018.jpg, img2=Tiger_Woods_0023.jpg, score=0.4490, label=1, decision=MATCH
[2026-06-28 16:02:58] PAIR: img1=Tiger_Woods_0007.jpg, img2=Tiger_Woods_0023.jpg, score=0.3971, label=1, decision=MATCH
[2026-06-28 16:02:58] PAIR: img1=Heidi_Klum_0005.jpg, img2=Heidi_Klum_0004.jpg, score=0.4686, label=1, decision=MATCH
[2026-06-28 16:02:58] PAIR: img1=Heidi_Klum_0005.jpg, img2=Heidi_Klum_0001.jpg, score=0.5999, label=1, decision=NO_MATCH
[2026-06-28 16:02:58] PAIR: img1=Heidi_Klum_0005.jpg, img2=Heidi_Klum_0002.jpg, score=0.5328, label=1, decision=NO_MATCH
[2026-06-28 16:02:58] PAIR: img1=Heidi_Klum_0005.jpg, img2=Heidi_Klum_0003.jpg, score=0.5987, label=1, decision=NO_MATCH
[2026-06-28 16:02:59] PAIR: img1=Heidi_Klum_0004.jpg, img2=Heidi_Klum_0001.jpg, score=0.4405, label=1, decision=MATCH
[2026-06-28 16:02:59] PAIR: img1=Heidi_Klum_0004.jpg, img2=Heidi_Klum_0002.jpg, score=0.5929, label=1, decision=NO_MATCH
[2026-06-28 16:02:59] PAIR: img1=Heidi_Klum_0004.jpg, img2=Heidi_Klum_0003.jpg, score=0.5597, label=1, decision=NO_MATCH
[2026-06-28 16:02:59] PAIR: img1=Heidi_Klum_0001.jpg, img2=Heidi_Klum_0002.jpg, score=0.5945, label=1, decision=NO_MATCH
[2026-06-28 16:02:59] PAIR: img1=Heidi_Klum_0001.jpg, img2=Heidi_Klum_0003.jpg, score=0.4914, label=1, decision=MATCH
[2026-06-28 16:03:00] PAIR: img1=Heidi_Klum_0002.jpg, img2=Heidi_Klum_0003.jpg, score=0.5168, label=1, decision=NO_MATCH
[2026-06-28 16:03:00] PAIR: img1=Goldie_Hawn_0007.jpg, img2=Goldie_Hawn_0001.jpg, score=0.6003, label=1, decision=NO_MATCH
[2026-06-28 16:03:01] PAIR: img1=Goldie_Hawn_0007.jpg, img2=Goldie_Hawn_0002.jpg, score=0.4786, label=1, decision=MATCH
[2026-06-28 16:03:01] PAIR: img1=Goldie_Hawn_0007.jpg, img2=Goldie_Hawn_0004.jpg, score=0.3674, label=1, decision=MATCH
[2026-06-28 16:03:01] PAIR: img1=Goldie_Hawn_0007.jpg, img2=Goldie_Hawn_0005.jpg, score=0.5498, label=1, decision=NO_MATCH
[2026-06-28 16:03:01] PAIR: img1=Goldie_Hawn_0001.jpg, img2=Goldie_Hawn_0002.jpg, score=0.5531, label=1, decision=NO_MATCH
[2026-06-28 16:03:02] PAIR: img1=Goldie_Hawn_0001.jpg, img2=Goldie_Hawn_0004.jpg, score=0.6715, label=1, decision=NO_MATCH
[2026-06-28 16:03:02] PAIR: img1=Goldie_Hawn_0001.jpg, img2=Goldie_Hawn_0005.jpg, score=0.6733, label=1, decision=NO_MATCH
[2026-06-28 16:03:02] PAIR: img1=Goldie_Hawn_0002.jpg, img2=Goldie_Hawn_0004.jpg, score=0.6056, label=1, decision=NO_MATCH
[2026-06-28 16:03:02] PAIR: img1=Goldie_Hawn_0002.jpg, img2=Goldie_Hawn_0005.jpg, score=0.7306, label=1, decision=NO_MATCH
[2026-06-28 16:03:03] PAIR: img1=Goldie_Hawn_0004.jpg, img2=Goldie_Hawn_0005.jpg, score=0.4538, label=1, decision=MATCH
[2026-06-28 16:03:03] PAIR: img1=Geoff_Hoon_0003.jpg, img2=Geoff_Hoon_0002.jpg, score=0.4592, label=1, decision=MATCH
[2026-06-28 16:03:03] PAIR: img1=Geoff_Hoon_0003.jpg, img2=Geoff_Hoon_0006.jpg, score=0.4836, label=1, decision=MATCH
[2026-06-28 16:03:03] PAIR: img1=Geoff_Hoon_0003.jpg, img2=Geoff_Hoon_0007.jpg, score=0.5276, label=1, decision=NO_MATCH
[2026-06-28 16:03:03] PAIR: img1=Geoff_Hoon_0003.jpg, img2=Geoff_Hoon_0001.jpg, score=0.6072, label=1, decision=NO_MATCH
[2026-06-28 16:03:04] PAIR: img1=Geoff_Hoon_0002.jpg, img2=Geoff_Hoon_0006.jpg, score=0.3464, label=1, decision=MATCH
[2026-06-28 16:03:04] PAIR: img1=Geoff_Hoon_0002.jpg, img2=Geoff_Hoon_0007.jpg, score=0.3956, label=1, decision=MATCH
[2026-06-28 16:03:04] PAIR: img1=Geoff_Hoon_0002.jpg, img2=Geoff_Hoon_0001.jpg, score=0.5435, label=1, decision=NO_MATCH
[2026-06-28 16:03:04] PAIR: img1=Geoff_Hoon_0006.jpg, img2=Geoff_Hoon_0007.jpg, score=0.4535, label=1, decision=MATCH
[2026-06-28 16:03:04] PAIR: img1=Geoff_Hoon_0006.jpg, img2=Geoff_Hoon_0001.jpg, score=0.5972, label=1, decision=NO_MATCH
[2026-06-28 16:03:05] PAIR: img1=Geoff_Hoon_0007.jpg, img2=Geoff_Hoon_0001.jpg, score=0.6510, label=1, decision=NO_MATCH
[2026-06-28 16:03:05] PAIR: img1=Christine_Todd_Whitman_0001.jpg, img2=Christine_Todd_Whitman_0004.jpg, score=0.2495, label=1, decision=MATCH
[2026-06-28 16:03:05] PAIR: img1=Christine_Todd_Whitman_0001.jpg, img2=Christine_Todd_Whitman_0006.jpg, score=0.4537, label=1, decision=MATCH
[2026-06-28 16:03:05] PAIR: img1=Christine_Todd_Whitman_0001.jpg, img2=Christine_Todd_Whitman_0002.jpg, score=0.6703, label=1, decision=NO_MATCH
[2026-06-28 16:03:05] PAIR: img1=Christine_Todd_Whitman_0001.jpg, img2=Christine_Todd_Whitman_0003.jpg, score=0.3570, label=1, decision=MATCH
[2026-06-28 16:03:06] PAIR: img1=Christine_Todd_Whitman_0004.jpg, img2=Christine_Todd_Whitman_0006.jpg, score=0.4064, label=1, decision=MATCH
[2026-06-28 16:03:06] PAIR: img1=Christine_Todd_Whitman_0004.jpg, img2=Christine_Todd_Whitman_0002.jpg, score=0.6742, label=1, decision=NO_MATCH
[2026-06-28 16:03:06] PAIR: img1=Christine_Todd_Whitman_0004.jpg, img2=Christine_Todd_Whitman_0003.jpg, score=0.2921, label=1, decision=MATCH
[2026-06-28 16:03:06] PAIR: img1=Christine_Todd_Whitman_0006.jpg, img2=Christine_Todd_Whitman_0002.jpg, score=0.7035, label=1, decision=NO_MATCH
[2026-06-28 16:03:06] PAIR: img1=Christine_Todd_Whitman_0006.jpg, img2=Christine_Todd_Whitman_0003.jpg, score=0.3311, label=1, decision=MATCH
[2026-06-28 16:03:07] PAIR: img1=Christine_Todd_Whitman_0002.jpg, img2=Christine_Todd_Whitman_0003.jpg, score=0.6694, label=1, decision=NO_MATCH
[2026-06-28 16:03:08] PAIR: img1=Thaksin_Shinawatra_0005.jpg, img2=Thaksin_Shinawatra_0003.jpg, score=0.3937, label=1, decision=MATCH
[2026-06-28 16:03:08] PAIR: img1=Thaksin_Shinawatra_0005.jpg, img2=Thaksin_Shinawatra_0001.jpg, score=0.3915, label=1, decision=MATCH
[2026-06-28 16:03:08] PAIR: img1=Thaksin_Shinawatra_0005.jpg, img2=Thaksin_Shinawatra_0006.jpg, score=0.4111, label=1, decision=MATCH
[2026-06-28 16:03:08] PAIR: img1=Thaksin_Shinawatra_0005.jpg, img2=Thaksin_Shinawatra_0002.jpg, score=0.3429, label=1, decision=MATCH
[2026-06-28 16:03:09] PAIR: img1=Thaksin_Shinawatra_0003.jpg, img2=Thaksin_Shinawatra_0001.jpg, score=0.3449, label=1, decision=MATCH
[2026-06-28 16:03:09] PAIR: img1=Thaksin_Shinawatra_0003.jpg, img2=Thaksin_Shinawatra_0006.jpg, score=0.3186, label=1, decision=MATCH
[2026-06-28 16:03:09] PAIR: img1=Thaksin_Shinawatra_0003.jpg, img2=Thaksin_Shinawatra_0002.jpg, score=0.2896, label=1, decision=MATCH
[2026-06-28 16:03:09] PAIR: img1=Thaksin_Shinawatra_0001.jpg, img2=Thaksin_Shinawatra_0006.jpg, score=0.4689, label=1, decision=MATCH
[2026-06-28 16:03:10] PAIR: img1=Thaksin_Shinawatra_0001.jpg, img2=Thaksin_Shinawatra_0002.jpg, score=0.3057, label=1, decision=MATCH
[2026-06-28 16:03:10] PAIR: img1=Thaksin_Shinawatra_0006.jpg, img2=Thaksin_Shinawatra_0002.jpg, score=0.3854, label=1, decision=MATCH
[2026-06-28 16:03:10] PAIR: img1=Bulent_Ecevit_0005.jpg, img2=Bulent_Ecevit_0001.jpg, score=0.4407, label=1, decision=MATCH
[2026-06-28 16:03:10] PAIR: img1=Bulent_Ecevit_0005.jpg, img2=Bulent_Ecevit_0004.jpg, score=0.1955, label=1, decision=MATCH
[2026-06-28 16:03:10] PAIR: img1=Bulent_Ecevit_0005.jpg, img2=Bulent_Ecevit_0006.jpg, score=0.3763, label=1, decision=MATCH
[2026-06-28 16:03:11] PAIR: img1=Bulent_Ecevit_0005.jpg, img2=Bulent_Ecevit_0002.jpg, score=0.1587, label=1, decision=MATCH
[2026-06-28 16:03:11] PAIR: img1=Bulent_Ecevit_0001.jpg, img2=Bulent_Ecevit_0004.jpg, score=0.4037, label=1, decision=MATCH
[2026-06-28 16:03:11] PAIR: img1=Bulent_Ecevit_0001.jpg, img2=Bulent_Ecevit_0006.jpg, score=0.5704, label=1, decision=NO_MATCH
[2026-06-28 16:03:11] PAIR: img1=Bulent_Ecevit_0001.jpg, img2=Bulent_Ecevit_0002.jpg, score=0.4027, label=1, decision=MATCH
[2026-06-28 16:03:11] PAIR: img1=Bulent_Ecevit_0004.jpg, img2=Bulent_Ecevit_0006.jpg, score=0.4300, label=1, decision=MATCH
[2026-06-28 16:03:12] PAIR: img1=Bulent_Ecevit_0004.jpg, img2=Bulent_Ecevit_0002.jpg, score=0.1254, label=1, decision=MATCH
[2026-06-28 16:03:12] PAIR: img1=Bulent_Ecevit_0006.jpg, img2=Bulent_Ecevit_0002.jpg, score=0.4840, label=1, decision=MATCH
[2026-06-28 16:03:12] PAIR: img1=Rudolph_Giuliani_0021.jpg, img2=Rudolph_Giuliani_0020.jpg, score=0.4703, label=1, decision=MATCH
[2026-06-28 16:03:12] PAIR: img1=Rudolph_Giuliani_0021.jpg, img2=Rudolph_Giuliani_0012.jpg, score=0.6792, label=1, decision=NO_MATCH
[2026-06-28 16:03:12] PAIR: img1=Rudolph_Giuliani_0021.jpg, img2=Rudolph_Giuliani_0019.jpg, score=0.3095, label=1, decision=MATCH
[2026-06-28 16:03:13] PAIR: img1=Rudolph_Giuliani_0021.jpg, img2=Rudolph_Giuliani_0007.jpg, score=0.5878, label=1, decision=NO_MATCH
[2026-06-28 16:03:13] PAIR: img1=Rudolph_Giuliani_0020.jpg, img2=Rudolph_Giuliani_0012.jpg, score=0.6714, label=1, decision=NO_MATCH
[2026-06-28 16:03:13] PAIR: img1=Rudolph_Giuliani_0020.jpg, img2=Rudolph_Giuliani_0019.jpg, score=0.4581, label=1, decision=MATCH
[2026-06-28 16:03:13] PAIR: img1=Rudolph_Giuliani_0020.jpg, img2=Rudolph_Giuliani_0007.jpg, score=0.5386, label=1, decision=NO_MATCH
[2026-06-28 16:03:14] PAIR: img1=Rudolph_Giuliani_0012.jpg, img2=Rudolph_Giuliani_0019.jpg, score=0.7668, label=1, decision=NO_MATCH
[2026-06-28 16:03:14] PAIR: img1=Rudolph_Giuliani_0012.jpg, img2=Rudolph_Giuliani_0007.jpg, score=0.6589, label=1, decision=NO_MATCH
[2026-06-28 16:03:14] PAIR: img1=Rudolph_Giuliani_0019.jpg, img2=Rudolph_Giuliani_0007.jpg, score=0.5557, label=1, decision=NO_MATCH
[2026-06-28 16:03:14] PAIR: img1=Yoko_Ono_0006.jpg, img2=Yoko_Ono_0001.jpg, score=0.5925, label=1, decision=NO_MATCH
[2026-06-28 16:03:15] PAIR: img1=Yoko_Ono_0006.jpg, img2=Yoko_Ono_0005.jpg, score=0.5568, label=1, decision=NO_MATCH
[2026-06-28 16:03:15] PAIR: img1=Yoko_Ono_0006.jpg, img2=Yoko_Ono_0003.jpg, score=0.4662, label=1, decision=MATCH
[2026-06-28 16:03:15] PAIR: img1=Yoko_Ono_0006.jpg, img2=Yoko_Ono_0004.jpg, score=0.8896, label=1, decision=NO_MATCH
[2026-06-28 16:03:15] PAIR: img1=Yoko_Ono_0001.jpg, img2=Yoko_Ono_0005.jpg, score=0.5688, label=1, decision=NO_MATCH
[2026-06-28 16:03:15] PAIR: img1=Yoko_Ono_0001.jpg, img2=Yoko_Ono_0003.jpg, score=0.4795, label=1, decision=MATCH
[2026-06-28 16:03:16] PAIR: img1=Yoko_Ono_0001.jpg, img2=Yoko_Ono_0004.jpg, score=0.8740, label=1, decision=NO_MATCH
[2026-06-28 16:03:16] PAIR: img1=Yoko_Ono_0005.jpg, img2=Yoko_Ono_0003.jpg, score=0.3178, label=1, decision=MATCH
[2026-06-28 16:03:16] PAIR: img1=Yoko_Ono_0005.jpg, img2=Yoko_Ono_0004.jpg, score=0.9223, label=1, decision=NO_MATCH
[2026-06-28 16:03:16] PAIR: img1=Yoko_Ono_0003.jpg, img2=Yoko_Ono_0004.jpg, score=0.8920, label=1, decision=NO_MATCH
[2026-06-28 16:03:17] PAIR: img1=Mohammed_Al-Douri_0013.jpg, img2=Mohammed_Al-Douri_0005.jpg, score=0.4214, label=1, decision=MATCH
[2026-06-28 16:03:17] PAIR: img1=Mohammed_Al-Douri_0013.jpg, img2=Mohammed_Al-Douri_0002.jpg, score=0.3852, label=1, decision=MATCH
[2026-06-28 16:03:17] PAIR: img1=Mohammed_Al-Douri_0013.jpg, img2=Mohammed_Al-Douri_0004.jpg, score=0.5097, label=1, decision=NO_MATCH
[2026-06-28 16:03:17] PAIR: img1=Mohammed_Al-Douri_0013.jpg, img2=Mohammed_Al-Douri_0015.jpg, score=0.4270, label=1, decision=MATCH
[2026-06-28 16:03:17] PAIR: img1=Mohammed_Al-Douri_0005.jpg, img2=Mohammed_Al-Douri_0002.jpg, score=0.2489, label=1, decision=MATCH
[2026-06-28 16:03:18] PAIR: img1=Mohammed_Al-Douri_0005.jpg, img2=Mohammed_Al-Douri_0004.jpg, score=0.3982, label=1, decision=MATCH
[2026-06-28 16:03:18] PAIR: img1=Mohammed_Al-Douri_0005.jpg, img2=Mohammed_Al-Douri_0015.jpg, score=0.3826, label=1, decision=MATCH
[2026-06-28 16:03:18] PAIR: img1=Mohammed_Al-Douri_0002.jpg, img2=Mohammed_Al-Douri_0004.jpg, score=0.5180, label=1, decision=NO_MATCH
[2026-06-28 16:03:18] PAIR: img1=Mohammed_Al-Douri_0002.jpg, img2=Mohammed_Al-Douri_0015.jpg, score=0.3121, label=1, decision=MATCH
[2026-06-28 16:03:18] PAIR: img1=Mohammed_Al-Douri_0004.jpg, img2=Mohammed_Al-Douri_0015.jpg, score=0.4220, label=1, decision=MATCH
[2026-06-28 16:03:19] PAIR: img1=Billy_Crystal_0004.jpg, img2=Billy_Crystal_0003.jpg, score=0.5175, label=1, decision=NO_MATCH
[2026-06-28 16:03:19] PAIR: img1=Billy_Crystal_0004.jpg, img2=Billy_Crystal_0006.jpg, score=0.4947, label=1, decision=MATCH
[2026-06-28 16:03:19] PAIR: img1=Billy_Crystal_0004.jpg, img2=Billy_Crystal_0005.jpg, score=0.6359, label=1, decision=NO_MATCH
[2026-06-28 16:03:19] PAIR: img1=Billy_Crystal_0004.jpg, img2=Billy_Crystal_0002.jpg, score=0.5960, label=1, decision=NO_MATCH
[2026-06-28 16:03:20] PAIR: img1=Billy_Crystal_0003.jpg, img2=Billy_Crystal_0006.jpg, score=0.6190, label=1, decision=NO_MATCH
[2026-06-28 16:03:20] PAIR: img1=Billy_Crystal_0003.jpg, img2=Billy_Crystal_0005.jpg, score=0.6054, label=1, decision=NO_MATCH
[2026-06-28 16:03:20] PAIR: img1=Billy_Crystal_0003.jpg, img2=Billy_Crystal_0002.jpg, score=0.5380, label=1, decision=NO_MATCH
[2026-06-28 16:03:20] PAIR: img1=Billy_Crystal_0006.jpg, img2=Billy_Crystal_0005.jpg, score=0.4943, label=1, decision=MATCH
[2026-06-28 16:03:21] PAIR: img1=Billy_Crystal_0006.jpg, img2=Billy_Crystal_0002.jpg, score=0.6001, label=1, decision=NO_MATCH
[2026-06-28 16:03:21] PAIR: img1=Billy_Crystal_0005.jpg, img2=Billy_Crystal_0002.jpg, score=0.4123, label=1, decision=MATCH
[2026-06-28 16:03:21] PAIR: img1=Paul_Martin_0003.jpg, img2=Paul_Martin_0008.jpg, score=0.6274, label=1, decision=NO_MATCH
[2026-06-28 16:03:21] PAIR: img1=Paul_Martin_0003.jpg, img2=Paul_Martin_0007.jpg, score=0.5291, label=1, decision=NO_MATCH
[2026-06-28 16:03:24] PAIR: img1=Paul_Martin_0003.jpg, img2=Paul_Martin_0002.jpg, score=0.5446, label=1, decision=NO_MATCH
[2026-06-28 16:03:24] PAIR: img1=Paul_Martin_0003.jpg, img2=Paul_Martin_0006.jpg, score=0.5554, label=1, decision=NO_MATCH
[2026-06-28 16:03:25] PAIR: img1=Paul_Martin_0008.jpg, img2=Paul_Martin_0007.jpg, score=0.5902, label=1, decision=NO_MATCH
[2026-06-28 16:03:25] PAIR: img1=Paul_Martin_0008.jpg, img2=Paul_Martin_0002.jpg, score=0.5469, label=1, decision=NO_MATCH
[2026-06-28 16:03:25] PAIR: img1=Paul_Martin_0008.jpg, img2=Paul_Martin_0006.jpg, score=0.7023, label=1, decision=NO_MATCH
[2026-06-28 16:03:25] PAIR: img1=Paul_Martin_0007.jpg, img2=Paul_Martin_0002.jpg, score=0.6096, label=1, decision=NO_MATCH
[2026-06-28 16:03:25] PAIR: img1=Paul_Martin_0007.jpg, img2=Paul_Martin_0006.jpg, score=0.5635, label=1, decision=NO_MATCH
[2026-06-28 16:03:26] PAIR: img1=Paul_Martin_0002.jpg, img2=Paul_Martin_0006.jpg, score=0.6827, label=1, decision=NO_MATCH
[2026-06-28 16:03:26] PAIR: img1=Kevin_Costner_0002.jpg, img2=Kevin_Costner_0005.jpg, score=0.6327, label=1, decision=NO_MATCH
[2026-06-28 16:03:26] PAIR: img1=Kevin_Costner_0002.jpg, img2=Kevin_Costner_0006.jpg, score=0.6872, label=1, decision=NO_MATCH
[2026-06-28 16:03:26] PAIR: img1=Kevin_Costner_0002.jpg, img2=Kevin_Costner_0008.jpg, score=0.7524, label=1, decision=NO_MATCH
[2026-06-28 16:03:27] PAIR: img1=Kevin_Costner_0002.jpg, img2=Kevin_Costner_0007.jpg, score=0.8170, label=1, decision=NO_MATCH
[2026-06-28 16:03:27] PAIR: img1=Kevin_Costner_0005.jpg, img2=Kevin_Costner_0006.jpg, score=0.3597, label=1, decision=MATCH
[2026-06-28 16:03:27] PAIR: img1=Kevin_Costner_0005.jpg, img2=Kevin_Costner_0008.jpg, score=0.4707, label=1, decision=MATCH
[2026-06-28 16:03:27] PAIR: img1=Kevin_Costner_0005.jpg, img2=Kevin_Costner_0007.jpg, score=0.6914, label=1, decision=NO_MATCH
[2026-06-28 16:03:27] PAIR: img1=Kevin_Costner_0006.jpg, img2=Kevin_Costner_0008.jpg, score=0.3098, label=1, decision=MATCH
[2026-06-28 16:03:28] PAIR: img1=Kevin_Costner_0006.jpg, img2=Kevin_Costner_0007.jpg, score=0.4994, label=1, decision=MATCH
[2026-06-28 16:03:28] PAIR: img1=Kevin_Costner_0008.jpg, img2=Kevin_Costner_0007.jpg, score=0.5736, label=1, decision=NO_MATCH
[2026-06-28 16:03:28] PAIR: img1=Ana_Palacio_0003.jpg, img2=Ana_Palacio_0004.jpg, score=0.5712, label=1, decision=NO_MATCH
[2026-06-28 16:03:28] PAIR: img1=Ana_Palacio_0003.jpg, img2=Ana_Palacio_0007.jpg, score=0.4332, label=1, decision=MATCH
[2026-06-28 16:03:29] PAIR: img1=Ana_Palacio_0003.jpg, img2=Ana_Palacio_0008.jpg, score=0.4111, label=1, decision=MATCH
[2026-06-28 16:03:29] PAIR: img1=Ana_Palacio_0003.jpg, img2=Ana_Palacio_0002.jpg, score=0.4890, label=1, decision=MATCH
[2026-06-28 16:03:29] PAIR: img1=Ana_Palacio_0004.jpg, img2=Ana_Palacio_0007.jpg, score=0.6893, label=1, decision=NO_MATCH
[2026-06-28 16:03:29] PAIR: img1=Ana_Palacio_0004.jpg, img2=Ana_Palacio_0008.jpg, score=0.6103, label=1, decision=NO_MATCH
[2026-06-28 16:03:29] PAIR: img1=Ana_Palacio_0004.jpg, img2=Ana_Palacio_0002.jpg, score=0.6704, label=1, decision=NO_MATCH
[2026-06-28 16:03:30] PAIR: img1=Ana_Palacio_0007.jpg, img2=Ana_Palacio_0008.jpg, score=0.5909, label=1, decision=NO_MATCH
[2026-06-28 16:03:30] PAIR: img1=Ana_Palacio_0007.jpg, img2=Ana_Palacio_0002.jpg, score=0.6442, label=1, decision=NO_MATCH
[2026-06-28 16:03:30] PAIR: img1=Ana_Palacio_0008.jpg, img2=Ana_Palacio_0002.jpg, score=0.6164, label=1, decision=NO_MATCH
[2026-06-28 16:03:30] PAIR: img1=Ana_Guevara_0006.jpg, img2=Ana_Guevara_0003.jpg, score=0.4017, label=1, decision=MATCH
[2026-06-28 16:03:31] PAIR: img1=Ana_Guevara_0006.jpg, img2=Ana_Guevara_0001.jpg, score=0.4124, label=1, decision=MATCH
