============================================================
Biblioteca : basepropr_opencv
Inicio     : 2026-06-28 16:18:41
============================================================
[2026-06-28 16:18:41] INFO: Dataset=BasePropr | Pares=4092
[2026-06-28 16:18:43] PAIR: img1=alessandra_baixa_45_1m.jpeg, img2=alessandra_baixa_45_30cm.jpeg, score=0.1670, label=1, decision=MATCH
[2026-06-28 16:18:58] PAIR: img1=alessandra_baixa_45_1m.jpeg, img2=alessandra_moderada_45_30cm.jpeg, score=0.1825, label=1, decision=MATCH
[2026-06-28 16:18:59] PAIR: img1=alessandra_baixa_45_1m.jpeg, img2=alessandra_moderada_frontal_1m.jpeg, score=0.1868, label=1, decision=MATCH
[2026-06-28 16:19:00] PAIR: img1=alessandra_baixa_45_1m.jpeg, img2=alessandra_moderada_frontal_30cm.jpeg, score=0.1866, label=1, decision=MATCH
[2026-06-28 16:19:01] PAIR: img1=alessandra_baixa_45_30cm.jpeg, img2=alessandra_baixa_frontal_1m.jpeg, score=0.2110, label=1, decision=MATCH
[2026-06-28 16:19:02] PAIR: img1=alessandra_baixa_45_30cm.jpeg, img2=alessandra_baixa_frontal_30cm.jpeg, score=0.1727, label=1, decision=MATCH
[2026-06-28 16:19:03] PAIR: img1=alessandra_baixa_45_30cm.jpeg, img2=alessandra_boa_45_1m..jpeg, score=0.1995, label=1, decision=MATCH
[2026-06-28 16:19:04] PAIR: img1=alessandra_baixa_45_30cm.jpeg, img2=alessandra_boa_45_30cm.jpeg, score=0.1814, label=1, decision=MATCH
[2026-06-28 16:19:05] PAIR: img1=alessandra_baixa_45_30cm.jpeg, img2=alessandra_boa_frontal_1m..jpeg, score=0.1733, label=1, decision=MATCH
[2026-06-28 16:19:05] PAIR: img1=alessandra_baixa_45_30cm.jpeg, img2=alessandra_boa_frontal_30cm..jpeg, score=0.1674, label=1, decision=MATCH
[2026-06-28 16:19:06] PAIR: img1=alessandra_baixa_45_30cm.jpeg, img2=alessandra_extra_01.jpeg, score=0.1678, label=1, decision=MATCH
[2026-06-28 16:19:07] PAIR: img1=alessandra_baixa_45_30cm.jpeg, img2=alessandra_extra_02.jpeg, score=0.1966, label=1, decision=MATCH
[2026-06-28 16:19:08] PAIR: img1=alessandra_baixa_45_30cm.jpeg, img2=alessandra_extra_03.jpeg, score=0.1663, label=1, decision=MATCH
[2026-06-28 16:19:09] PAIR: img1=alessandra_baixa_45_30cm.jpeg, img2=alessandra_extra_04.jpeg, score=0.2411, label=1, decision=MATCH
[2026-06-28 16:19:10] PAIR: img1=alessandra_baixa_45_30cm.jpeg, img2=alessandra_extra_05.jpeg, score=0.1799, label=1, decision=MATCH
[2026-06-28 16:19:14] PAIR: img1=alessandra_baixa_45_30cm.jpeg, img2=alessandra_extra_06.jpeg, score=0.1662, label=1, decision=MATCH
[2026-06-28 16:19:15] PAIR: img1=alessandra_baixa_45_30cm.jpeg, img2=alessandra_extra_07.jpeg, score=0.1704, label=1, decision=MATCH
[2026-06-28 16:19:16] PAIR: img1=alessandra_baixa_45_30cm.jpeg, img2=alessandra_extra_08.jpeg, score=0.1941, label=1, decision=MATCH
[2026-06-28 16:19:17] PAIR: img1=alessandra_baixa_45_30cm.jpeg, img2=alessandra_moderada_45_1m.jpeg, score=0.1873, label=1, decision=MATCH
[2026-06-28 16:19:18] PAIR: img1=alessandra_baixa_45_30cm.jpeg, img2=alessandra_moderada_45_30cm.jpeg, score=0.1476, label=1, decision=MATCH
[2026-06-28 16:19:19] PAIR: img1=alessandra_baixa_45_30cm.jpeg, img2=alessandra_moderada_frontal_1m.jpeg, score=0.1720, label=1, decision=MATCH
[2026-06-28 16:19:20] PAIR: img1=alessandra_baixa_45_30cm.jpeg, img2=alessandra_moderada_frontal_30cm.jpeg, score=0.1649, label=1, decision=MATCH
[2026-06-28 16:19:21] PAIR: img1=alessandra_baixa_frontal_1m.jpeg, img2=alessandra_baixa_frontal_30cm.jpeg, score=0.0613, label=1, decision=MATCH
[2026-06-28 16:19:22] PAIR: img1=alessandra_baixa_frontal_1m.jpeg, img2=alessandra_boa_45_1m..jpeg, score=0.2496, label=1, decision=MATCH
[2026-06-28 16:19:23] PAIR: img1=alessandra_baixa_frontal_1m.jpeg, img2=alessandra_boa_45_30cm.jpeg, score=0.2223, label=1, decision=MATCH
[2026-06-28 16:19:24] PAIR: img1=alessandra_baixa_frontal_1m.jpeg, img2=alessandra_boa_frontal_1m..jpeg, score=0.0960, label=1, decision=MATCH
[2026-06-28 16:19:25] PAIR: img1=alessandra_baixa_frontal_1m.jpeg, img2=alessandra_boa_frontal_30cm..jpeg, score=0.1062, label=1, decision=MATCH
[2026-06-28 16:19:27] PAIR: img1=alessandra_baixa_frontal_1m.jpeg, img2=alessandra_extra_01.jpeg, score=0.0979, label=1, decision=MATCH
[2026-06-28 16:19:28] PAIR: img1=alessandra_baixa_frontal_1m.jpeg, img2=alessandra_extra_02.jpeg, score=0.1381, label=1, decision=MATCH
[2026-06-28 16:19:29] PAIR: img1=alessandra_baixa_frontal_1m.jpeg, img2=alessandra_extra_03.jpeg, score=0.1066, label=1, decision=MATCH
[2026-06-28 16:19:30] PAIR: img1=alessandra_baixa_frontal_1m.jpeg, img2=alessandra_extra_04.jpeg, score=0.2555, label=1, decision=MATCH
[2026-06-28 16:19:31] PAIR: img1=alessandra_baixa_frontal_1m.jpeg, img2=alessandra_extra_05.jpeg, score=0.1269, label=1, decision=MATCH
[2026-06-28 16:19:32] PAIR: img1=alessandra_baixa_frontal_1m.jpeg, img2=alessandra_extra_06.jpeg, score=0.0959, label=1, decision=MATCH
[2026-06-28 16:19:33] PAIR: img1=alessandra_baixa_frontal_1m.jpeg, img2=alessandra_extra_07.jpeg, score=0.0980, label=1, decision=MATCH
[2026-06-28 16:19:34] PAIR: img1=alessandra_baixa_frontal_1m.jpeg, img2=alessandra_extra_08.jpeg, score=0.0990, label=1, decision=MATCH
[2026-06-28 16:19:35] PAIR: img1=alessandra_baixa_frontal_1m.jpeg, img2=alessandra_moderada_45_1m.jpeg, score=0.2269, label=1, decision=MATCH
[2026-06-28 16:19:36] PAIR: img1=alessandra_baixa_frontal_1m.jpeg, img2=alessandra_moderada_45_30cm.jpeg, score=0.2205, label=1, decision=MATCH
[2026-06-28 16:19:37] PAIR: img1=alessandra_baixa_frontal_1m.jpeg, img2=alessandra_moderada_frontal_1m.jpeg, score=0.1005, label=1, decision=MATCH
[2026-06-28 16:19:38] PAIR: img1=alessandra_baixa_frontal_1m.jpeg, img2=alessandra_moderada_frontal_30cm.jpeg, score=0.1093, label=1, decision=MATCH
[2026-06-28 16:19:39] PAIR: img1=alessandra_baixa_frontal_30cm.jpeg, img2=alessandra_boa_45_1m..jpeg, score=0.2259, label=1, decision=MATCH
[2026-06-28 16:19:41] PAIR: img1=alessandra_baixa_frontal_30cm.jpeg, img2=alessandra_boa_45_30cm.jpeg, score=0.1997, label=1, decision=MATCH
[2026-06-28 16:19:42] PAIR: img1=alessandra_baixa_frontal_30cm.jpeg, img2=alessandra_boa_frontal_1m..jpeg, score=0.1030, label=1, decision=MATCH
[2026-06-28 16:19:43] PAIR: img1=alessandra_baixa_frontal_30cm.jpeg, img2=alessandra_boa_frontal_30cm..jpeg, score=0.0800, label=1, decision=MATCH
[2026-06-28 16:19:44] PAIR: img1=alessandra_baixa_frontal_30cm.jpeg, img2=alessandra_extra_01.jpeg, score=0.0786, label=1, decision=MATCH
[2026-06-28 16:19:45] PAIR: img1=alessandra_baixa_frontal_30cm.jpeg, img2=alessandra_extra_02.jpeg, score=0.1482, label=1, decision=MATCH
[2026-06-28 16:19:49] PAIR: img1=alessandra_baixa_frontal_30cm.jpeg, img2=alessandra_extra_03.jpeg, score=0.1014, label=1, decision=MATCH
[2026-06-28 16:19:51] PAIR: img1=alessandra_baixa_frontal_30cm.jpeg, img2=alessandra_extra_04.jpeg, score=0.2481, label=1, decision=MATCH
[2026-06-28 16:19:52] PAIR: img1=alessandra_baixa_frontal_30cm.jpeg, img2=alessandra_extra_05.jpeg, score=0.1232, label=1, decision=MATCH
[2026-06-28 16:19:53] PAIR: img1=alessandra_baixa_frontal_30cm.jpeg, img2=alessandra_extra_06.jpeg, score=0.0862, label=1, decision=MATCH
[2026-06-28 16:19:54] PAIR: img1=alessandra_baixa_frontal_30cm.jpeg, img2=alessandra_extra_07.jpeg, score=0.0840, label=1, decision=MATCH
[2026-06-28 16:19:55] PAIR: img1=alessandra_baixa_frontal_30cm.jpeg, img2=alessandra_extra_08.jpeg, score=0.1031, label=1, decision=MATCH
[2026-06-28 16:19:56] PAIR: img1=alessandra_baixa_frontal_30cm.jpeg, img2=alessandra_moderada_45_1m.jpeg, score=0.1990, label=1, decision=MATCH
[2026-06-28 16:19:57] PAIR: img1=alessandra_baixa_frontal_30cm.jpeg, img2=alessandra_moderada_45_30cm.jpeg, score=0.1860, label=1, decision=MATCH
[2026-06-28 16:19:58] PAIR: img1=alessandra_baixa_frontal_30cm.jpeg, img2=alessandra_moderada_frontal_1m.jpeg, score=0.1040, label=1, decision=MATCH
[2026-06-28 16:20:00] PAIR: img1=alessandra_baixa_frontal_30cm.jpeg, img2=alessandra_moderada_frontal_30cm.jpeg, score=0.0955, label=1, decision=MATCH
[2026-06-28 16:20:01] PAIR: img1=alessandra_boa_45_1m..jpeg, img2=alessandra_boa_45_30cm.jpeg, score=0.0805, label=1, decision=MATCH
[2026-06-28 16:20:02] PAIR: img1=alessandra_boa_45_1m..jpeg, img2=alessandra_boa_frontal_1m..jpeg, score=0.1911, label=1, decision=MATCH
[2026-06-28 16:20:03] PAIR: img1=alessandra_boa_45_1m..jpeg, img2=alessandra_boa_frontal_30cm..jpeg, score=0.1735, label=1, decision=MATCH
[2026-06-28 16:20:05] PAIR: img1=alessandra_boa_45_1m..jpeg, img2=alessandra_extra_01.jpeg, score=0.1955, label=1, decision=MATCH
[2026-06-28 16:20:06] PAIR: img1=alessandra_boa_45_1m..jpeg, img2=alessandra_extra_02.jpeg, score=0.2453, label=1, decision=MATCH
[2026-06-28 16:20:07] PAIR: img1=alessandra_boa_45_1m..jpeg, img2=alessandra_extra_03.jpeg, score=0.1937, label=1, decision=MATCH
[2026-06-28 16:20:08] PAIR: img1=alessandra_boa_45_1m..jpeg, img2=alessandra_extra_04.jpeg, score=0.2329, label=1, decision=MATCH
[2026-06-28 16:20:10] PAIR: img1=alessandra_boa_45_1m..jpeg, img2=alessandra_extra_05.jpeg, score=0.2058, label=1, decision=MATCH
[2026-06-28 16:20:11] PAIR: img1=alessandra_boa_45_1m..jpeg, img2=alessandra_extra_06.jpeg, score=0.1762, label=1, decision=MATCH
[2026-06-28 16:20:12] PAIR: img1=alessandra_boa_45_1m..jpeg, img2=alessandra_extra_07.jpeg, score=0.1784, label=1, decision=MATCH
[2026-06-28 16:20:13] PAIR: img1=alessandra_boa_45_1m..jpeg, img2=alessandra_extra_08.jpeg, score=0.2143, label=1, decision=MATCH
[2026-06-28 16:20:14] PAIR: img1=alessandra_boa_45_1m..jpeg, img2=alessandra_moderada_45_1m.jpeg, score=0.2269, label=1, decision=MATCH
[2026-06-28 16:20:15] PAIR: img1=alessandra_boa_45_1m..jpeg, img2=alessandra_moderada_45_30cm.jpeg, score=0.1328, label=1, decision=MATCH
[2026-06-28 16:20:16] PAIR: img1=alessandra_boa_45_1m..jpeg, img2=alessandra_moderada_frontal_1m.jpeg, score=0.1749, label=1, decision=MATCH
[2026-06-28 16:20:18] PAIR: img1=alessandra_boa_45_1m..jpeg, img2=alessandra_moderada_frontal_30cm.jpeg, score=0.1871, label=1, decision=MATCH
[2026-06-28 16:20:19] PAIR: img1=alessandra_boa_45_30cm.jpeg, img2=alessandra_boa_frontal_1m..jpeg, score=0.1701, label=1, decision=MATCH
[2026-06-28 16:20:20] PAIR: img1=alessandra_boa_45_30cm.jpeg, img2=alessandra_boa_frontal_30cm..jpeg, score=0.1675, label=1, decision=MATCH
[2026-06-28 16:20:24] PAIR: img1=alessandra_boa_45_30cm.jpeg, img2=alessandra_extra_01.jpeg, score=0.1818, label=1, decision=MATCH
[2026-06-28 16:20:25] PAIR: img1=alessandra_boa_45_30cm.jpeg, img2=alessandra_extra_02.jpeg, score=0.2246, label=1, decision=MATCH
[2026-06-28 16:20:26] PAIR: img1=alessandra_boa_45_30cm.jpeg, img2=alessandra_extra_03.jpeg, score=0.1808, label=1, decision=MATCH
[2026-06-28 16:20:28] PAIR: img1=alessandra_boa_45_30cm.jpeg, img2=alessandra_extra_04.jpeg, score=0.2414, label=1, decision=MATCH
[2026-06-28 16:20:29] PAIR: img1=alessandra_boa_45_30cm.jpeg, img2=alessandra_extra_05.jpeg, score=0.1851, label=1, decision=MATCH
[2026-06-28 16:20:30] PAIR: img1=alessandra_boa_45_30cm.jpeg, img2=alessandra_extra_06.jpeg, score=0.1656, label=1, decision=MATCH
[2026-06-28 16:20:32] PAIR: img1=alessandra_boa_45_30cm.jpeg, img2=alessandra_extra_07.jpeg, score=0.1705, label=1, decision=MATCH
[2026-06-28 16:20:33] PAIR: img1=alessandra_boa_45_30cm.jpeg, img2=alessandra_extra_08.jpeg, score=0.1960, label=1, decision=MATCH
[2026-06-28 16:20:34] PAIR: img1=alessandra_boa_45_30cm.jpeg, img2=alessandra_moderada_45_1m.jpeg, score=0.2162, label=1, decision=MATCH
[2026-06-28 16:20:35] PAIR: img1=alessandra_boa_45_30cm.jpeg, img2=alessandra_moderada_45_30cm.jpeg, score=0.1174, label=1, decision=MATCH
[2026-06-28 16:20:36] PAIR: img1=alessandra_boa_45_30cm.jpeg, img2=alessandra_moderada_frontal_1m.jpeg, score=0.1616, label=1, decision=MATCH
[2026-06-28 16:20:37] PAIR: img1=alessandra_boa_45_30cm.jpeg, img2=alessandra_moderada_frontal_30cm.jpeg, score=0.1748, label=1, decision=MATCH
[2026-06-28 16:20:38] PAIR: img1=alessandra_boa_frontal_1m..jpeg, img2=alessandra_boa_frontal_30cm..jpeg, score=0.0711, label=1, decision=MATCH
[2026-06-28 16:20:40] PAIR: img1=alessandra_boa_frontal_1m..jpeg, img2=alessandra_extra_01.jpeg, score=0.0763, label=1, decision=MATCH
[2026-06-28 16:20:41] PAIR: img1=alessandra_boa_frontal_1m..jpeg, img2=alessandra_extra_02.jpeg, score=0.0857, label=1, decision=MATCH
[2026-06-28 16:20:42] PAIR: img1=alessandra_boa_frontal_1m..jpeg, img2=alessandra_extra_03.jpeg, score=0.0476, label=1, decision=MATCH
[2026-06-28 16:20:43] PAIR: img1=alessandra_boa_frontal_1m..jpeg, img2=alessandra_extra_04.jpeg, score=0.2093, label=1, decision=MATCH
[2026-06-28 16:20:44] PAIR: img1=alessandra_boa_frontal_1m..jpeg, img2=alessandra_extra_05.jpeg, score=0.0568, label=1, decision=MATCH
[2026-06-28 16:20:45] PAIR: img1=alessandra_boa_frontal_1m..jpeg, img2=alessandra_extra_06.jpeg, score=0.0619, label=1, decision=MATCH
[2026-06-28 16:20:46] PAIR: img1=alessandra_boa_frontal_1m..jpeg, img2=alessandra_extra_07.jpeg, score=0.0619, label=1, decision=MATCH
[2026-06-28 16:20:47] PAIR: img1=alessandra_boa_frontal_1m..jpeg, img2=alessandra_extra_08.jpeg, score=0.0431, label=1, decision=MATCH
[2026-06-28 16:20:48] PAIR: img1=alessandra_boa_frontal_1m..jpeg, img2=alessandra_moderada_45_1m.jpeg, score=0.1771, label=1, decision=MATCH
[2026-06-28 16:20:49] PAIR: img1=alessandra_boa_frontal_1m..jpeg, img2=alessandra_moderada_45_30cm.jpeg, score=0.1746, label=1, decision=MATCH
[2026-06-28 16:20:50] PAIR: img1=alessandra_boa_frontal_1m..jpeg, img2=alessandra_moderada_frontal_1m.jpeg, score=0.0564, label=1, decision=MATCH
[2026-06-28 16:20:51] PAIR: img1=alessandra_boa_frontal_1m..jpeg, img2=alessandra_moderada_frontal_30cm.jpeg, score=0.0744, label=1, decision=MATCH
[2026-06-28 16:20:52] PAIR: img1=alessandra_boa_frontal_30cm..jpeg, img2=alessandra_extra_01.jpeg, score=0.0520, label=1, decision=MATCH
[2026-06-28 16:20:53] PAIR: img1=alessandra_boa_frontal_30cm..jpeg, img2=alessandra_extra_02.jpeg, score=0.1312, label=1, decision=MATCH
[2026-06-28 16:20:55] PAIR: img1=alessandra_boa_frontal_30cm..jpeg, img2=alessandra_extra_03.jpeg, score=0.0650, label=1, decision=MATCH
[2026-06-28 16:20:59] PAIR: img1=alessandra_boa_frontal_30cm..jpeg, img2=alessandra_extra_04.jpeg, score=0.2126, label=1, decision=MATCH
[2026-06-28 16:21:00] PAIR: img1=alessandra_boa_frontal_30cm..jpeg, img2=alessandra_extra_05.jpeg, score=0.0851, label=1, decision=MATCH
[2026-06-28 16:21:01] PAIR: img1=alessandra_boa_frontal_30cm..jpeg, img2=alessandra_extra_06.jpeg, score=0.0549, label=1, decision=MATCH
[2026-06-28 16:21:03] PAIR: img1=alessandra_boa_frontal_30cm..jpeg, img2=alessandra_extra_07.jpeg, score=0.0493, label=1, decision=MATCH
[2026-06-28 16:21:04] PAIR: img1=alessandra_boa_frontal_30cm..jpeg, img2=alessandra_extra_08.jpeg, score=0.0761, label=1, decision=MATCH
[2026-06-28 16:21:05] PAIR: img1=alessandra_boa_frontal_30cm..jpeg, img2=alessandra_moderada_45_1m.jpeg, score=0.1802, label=1, decision=MATCH
[2026-06-28 16:21:06] PAIR: img1=alessandra_boa_frontal_30cm..jpeg, img2=alessandra_moderada_45_30cm.jpeg, score=0.1589, label=1, decision=MATCH
[2026-06-28 16:21:07] PAIR: img1=alessandra_boa_frontal_30cm..jpeg, img2=alessandra_moderada_frontal_1m.jpeg, score=0.0664, label=1, decision=MATCH
[2026-06-28 16:21:08] PAIR: img1=alessandra_boa_frontal_30cm..jpeg, img2=alessandra_moderada_frontal_30cm.jpeg, score=0.0609, label=1, decision=MATCH
[2026-06-28 16:21:09] PAIR: img1=alessandra_extra_01.jpeg, img2=alessandra_extra_02.jpeg, score=0.1167, label=1, decision=MATCH
[2026-06-28 16:21:11] PAIR: img1=alessandra_extra_01.jpeg, img2=alessandra_extra_03.jpeg, score=0.0693, label=1, decision=MATCH
[2026-06-28 16:21:12] PAIR: img1=alessandra_extra_01.jpeg, img2=alessandra_extra_04.jpeg, score=0.2289, label=1, decision=MATCH
[2026-06-28 16:21:13] PAIR: img1=alessandra_extra_01.jpeg, img2=alessandra_extra_05.jpeg, score=0.0808, label=1, decision=MATCH
[2026-06-28 16:21:14] PAIR: img1=alessandra_extra_01.jpeg, img2=alessandra_extra_06.jpeg, score=0.0560, label=1, decision=MATCH
[2026-06-28 16:21:16] PAIR: img1=alessandra_extra_01.jpeg, img2=alessandra_extra_07.jpeg, score=0.0384, label=1, decision=MATCH
[2026-06-28 16:21:17] PAIR: img1=alessandra_extra_01.jpeg, img2=alessandra_extra_08.jpeg, score=0.0732, label=1, decision=MATCH
[2026-06-28 16:21:18] PAIR: img1=alessandra_extra_01.jpeg, img2=alessandra_moderada_45_1m.jpeg, score=0.1785, label=1, decision=MATCH
[2026-06-28 16:21:19] PAIR: img1=alessandra_extra_01.jpeg, img2=alessandra_moderada_45_30cm.jpeg, score=0.1705, label=1, decision=MATCH
[2026-06-28 16:21:21] PAIR: img1=alessandra_extra_01.jpeg, img2=alessandra_moderada_frontal_1m.jpeg, score=0.0712, label=1, decision=MATCH
[2026-06-28 16:21:22] PAIR: img1=alessandra_extra_01.jpeg, img2=alessandra_moderada_frontal_30cm.jpeg, score=0.0699, label=1, decision=MATCH
[2026-06-28 16:21:23] PAIR: img1=alessandra_extra_02.jpeg, img2=alessandra_extra_03.jpeg, score=0.0878, label=1, decision=MATCH
[2026-06-28 16:21:24] PAIR: img1=alessandra_extra_02.jpeg, img2=alessandra_extra_04.jpeg, score=0.2254, label=1, decision=MATCH
[2026-06-28 16:21:25] PAIR: img1=alessandra_extra_02.jpeg, img2=alessandra_extra_05.jpeg, score=0.0847, label=1, decision=MATCH
[2026-06-28 16:21:26] PAIR: img1=alessandra_extra_02.jpeg, img2=alessandra_extra_06.jpeg, score=0.1194, label=1, decision=MATCH
[2026-06-28 16:21:27] PAIR: img1=alessandra_extra_02.jpeg, img2=alessandra_extra_07.jpeg, score=0.1073, label=1, decision=MATCH
[2026-06-28 16:21:29] PAIR: img1=alessandra_extra_02.jpeg, img2=alessandra_extra_08.jpeg, score=0.0829, label=1, decision=MATCH
[2026-06-28 16:21:29] PAIR: img1=alessandra_extra_02.jpeg, img2=alessandra_moderada_45_1m.jpeg, score=0.1919, label=1, decision=MATCH
[2026-06-28 16:21:30] PAIR: img1=alessandra_extra_02.jpeg, img2=alessandra_moderada_45_30cm.jpeg, score=0.2175, label=1, decision=MATCH
[2026-06-28 16:21:34] PAIR: img1=alessandra_extra_02.jpeg, img2=alessandra_moderada_frontal_1m.jpeg, score=0.1228, label=1, decision=MATCH
[2026-06-28 16:21:35] PAIR: img1=alessandra_extra_02.jpeg, img2=alessandra_moderada_frontal_30cm.jpeg, score=0.1371, label=1, decision=MATCH
[2026-06-28 16:21:37] PAIR: img1=alessandra_extra_03.jpeg, img2=alessandra_extra_04.jpeg, score=0.2059, label=1, decision=MATCH
[2026-06-28 16:21:38] PAIR: img1=alessandra_extra_03.jpeg, img2=alessandra_extra_05.jpeg, score=0.0664, label=1, decision=MATCH
[2026-06-28 16:21:39] PAIR: img1=alessandra_extra_03.jpeg, img2=alessandra_extra_06.jpeg, score=0.0667, label=1, decision=MATCH
[2026-06-28 16:21:40] PAIR: img1=alessandra_extra_03.jpeg, img2=alessandra_extra_07.jpeg, score=0.0611, label=1, decision=MATCH
[2026-06-28 16:21:41] PAIR: img1=alessandra_extra_03.jpeg, img2=alessandra_extra_08.jpeg, score=0.0405, label=1, decision=MATCH
[2026-06-28 16:21:42] PAIR: img1=alessandra_extra_03.jpeg, img2=alessandra_moderada_45_1m.jpeg, score=0.1763, label=1, decision=MATCH
[2026-06-28 16:21:43] PAIR: img1=alessandra_extra_03.jpeg, img2=alessandra_moderada_45_30cm.jpeg, score=0.1755, label=1, decision=MATCH
[2026-06-28 16:21:44] PAIR: img1=alessandra_extra_03.jpeg, img2=alessandra_moderada_frontal_1m.jpeg, score=0.0642, label=1, decision=MATCH
[2026-06-28 16:21:45] PAIR: img1=alessandra_extra_03.jpeg, img2=alessandra_moderada_frontal_30cm.jpeg, score=0.0771, label=1, decision=MATCH
[2026-06-28 16:21:46] PAIR: img1=alessandra_extra_04.jpeg, img2=alessandra_extra_05.jpeg, score=0.2114, label=1, decision=MATCH
[2026-06-28 16:21:47] PAIR: img1=alessandra_extra_04.jpeg, img2=alessandra_extra_06.jpeg, score=0.2168, label=1, decision=MATCH
[2026-06-28 16:21:48] PAIR: img1=alessandra_extra_04.jpeg, img2=alessandra_extra_07.jpeg, score=0.2232, label=1, decision=MATCH
[2026-06-28 16:21:49] PAIR: img1=alessandra_extra_04.jpeg, img2=alessandra_extra_08.jpeg, score=0.2237, label=1, decision=MATCH
[2026-06-28 16:21:50] PAIR: img1=alessandra_extra_04.jpeg, img2=alessandra_moderada_45_1m.jpeg, score=0.2224, label=1, decision=MATCH
[2026-06-28 16:21:51] PAIR: img1=alessandra_extra_04.jpeg, img2=alessandra_moderada_45_30cm.jpeg, score=0.2234, label=1, decision=MATCH
[2026-06-28 16:21:52] PAIR: img1=alessandra_extra_04.jpeg, img2=alessandra_moderada_frontal_1m.jpeg, score=0.2215, label=1, decision=MATCH
[2026-06-28 16:21:53] PAIR: img1=alessandra_extra_04.jpeg, img2=alessandra_moderada_frontal_30cm.jpeg, score=0.2266, label=1, decision=MATCH
[2026-06-28 16:21:55] PAIR: img1=alessandra_extra_05.jpeg, img2=alessandra_extra_06.jpeg, score=0.0768, label=1, decision=MATCH
[2026-06-28 16:21:56] PAIR: img1=alessandra_extra_05.jpeg, img2=alessandra_extra_07.jpeg, score=0.0703, label=1, decision=MATCH
[2026-06-28 16:21:57] PAIR: img1=alessandra_extra_05.jpeg, img2=alessandra_extra_08.jpeg, score=0.0629, label=1, decision=MATCH
[2026-06-28 16:21:58] PAIR: img1=alessandra_extra_05.jpeg, img2=alessandra_moderada_45_1m.jpeg, score=0.1971, label=1, decision=MATCH
[2026-06-28 16:21:59] PAIR: img1=alessandra_extra_05.jpeg, img2=alessandra_moderada_45_30cm.jpeg, score=0.1878, label=1, decision=MATCH
[2026-06-28 16:22:00] PAIR: img1=alessandra_extra_05.jpeg, img2=alessandra_moderada_frontal_1m.jpeg, score=0.0837, label=1, decision=MATCH
[2026-06-28 16:22:01] PAIR: img1=alessandra_extra_05.jpeg, img2=alessandra_moderada_frontal_30cm.jpeg, score=0.0850, label=1, decision=MATCH
[2026-06-28 16:22:02] PAIR: img1=alessandra_extra_06.jpeg, img2=alessandra_extra_07.jpeg, score=0.0514, label=1, decision=MATCH
[2026-06-28 16:22:03] PAIR: img1=alessandra_extra_06.jpeg, img2=alessandra_extra_08.jpeg, score=0.0723, label=1, decision=MATCH
