============================================================
Biblioteca : lfw_dlib
Inicio     : 2026-06-28 15:47:38
============================================================
[2026-06-28 15:47:38] INFO: Dataset=LFW | Pares=4000
[2026-06-28 15:47:39] PAIR: img1=Richard_Myers_0004.jpg, img2=Richard_Myers_0001.jpg, score=0.4075, label=1, decision=MATCH
[2026-06-28 15:47:57] PAIR: img1=Carlos_Moya_0003.jpg, img2=Carlos_Moya_0001.jpg, score=0.4138, label=1, decision=MATCH
[2026-06-28 15:47:58] PAIR: img1=Carlos_Moya_0014.jpg, img2=Carlos_Moya_0001.jpg, score=0.4624, label=1, decision=MATCH
[2026-06-28 15:47:59] PAIR: img1=Alvaro_Uribe_0002.jpg, img2=Alvaro_Uribe_0006.jpg, score=0.5098, label=1, decision=NO_MATCH
[2026-06-28 15:48:00] PAIR: img1=Alvaro_Uribe_0002.jpg, img2=Alvaro_Uribe_0014.jpg, score=0.5370, label=1, decision=NO_MATCH
[2026-06-28 15:48:01] PAIR: img1=Alvaro_Uribe_0002.jpg, img2=Alvaro_Uribe_0015.jpg, score=0.5050, label=1, decision=NO_MATCH
[2026-06-28 15:48:02] PAIR: img1=Alvaro_Uribe_0002.jpg, img2=Alvaro_Uribe_0033.jpg, score=0.4880, label=1, decision=MATCH
[2026-06-28 15:48:04] PAIR: img1=Alvaro_Uribe_0006.jpg, img2=Alvaro_Uribe_0014.jpg, score=0.3468, label=1, decision=MATCH
[2026-06-28 15:48:05] PAIR: img1=Alvaro_Uribe_0006.jpg, img2=Alvaro_Uribe_0015.jpg, score=0.4320, label=1, decision=MATCH
[2026-06-28 15:48:07] PAIR: img1=Alvaro_Uribe_0006.jpg, img2=Alvaro_Uribe_0033.jpg, score=0.5258, label=1, decision=NO_MATCH
[2026-06-28 15:48:08] PAIR: img1=Alvaro_Uribe_0014.jpg, img2=Alvaro_Uribe_0015.jpg, score=0.3531, label=1, decision=MATCH
[2026-06-28 15:48:10] PAIR: img1=Alvaro_Uribe_0014.jpg, img2=Alvaro_Uribe_0033.jpg, score=0.5148, label=1, decision=NO_MATCH
[2026-06-28 15:48:11] PAIR: img1=Alvaro_Uribe_0015.jpg, img2=Alvaro_Uribe_0033.jpg, score=0.4966, label=1, decision=MATCH
[2026-06-28 15:48:12] PAIR: img1=Tiger_Woods_0020.jpg, img2=Tiger_Woods_0001.jpg, score=0.5510, label=1, decision=NO_MATCH
[2026-06-28 15:48:12] PAIR: img1=Tiger_Woods_0020.jpg, img2=Tiger_Woods_0018.jpg, score=0.5465, label=1, decision=NO_MATCH
[2026-06-28 15:48:12] PAIR: img1=Tiger_Woods_0020.jpg, img2=Tiger_Woods_0007.jpg, score=0.5249, label=1, decision=NO_MATCH
[2026-06-28 15:48:13] PAIR: img1=Tiger_Woods_0020.jpg, img2=Tiger_Woods_0023.jpg, score=0.5698, label=1, decision=NO_MATCH
[2026-06-28 15:48:13] PAIR: img1=Tiger_Woods_0001.jpg, img2=Tiger_Woods_0018.jpg, score=0.4761, label=1, decision=MATCH
[2026-06-28 15:48:14] PAIR: img1=Tiger_Woods_0001.jpg, img2=Tiger_Woods_0007.jpg, score=0.4300, label=1, decision=MATCH
[2026-06-28 15:48:15] PAIR: img1=Tiger_Woods_0001.jpg, img2=Tiger_Woods_0023.jpg, score=0.4760, label=1, decision=MATCH
[2026-06-28 15:48:16] PAIR: img1=Tiger_Woods_0018.jpg, img2=Tiger_Woods_0007.jpg, score=0.4422, label=1, decision=MATCH
[2026-06-28 15:48:16] PAIR: img1=Tiger_Woods_0018.jpg, img2=Tiger_Woods_0023.jpg, score=0.4319, label=1, decision=MATCH
[2026-06-28 15:48:17] PAIR: img1=Tiger_Woods_0007.jpg, img2=Tiger_Woods_0023.jpg, score=0.4465, label=1, decision=MATCH
[2026-06-28 15:48:18] PAIR: img1=Heidi_Klum_0005.jpg, img2=Heidi_Klum_0004.jpg, score=0.4411, label=1, decision=MATCH
[2026-06-28 15:48:19] PAIR: img1=Heidi_Klum_0005.jpg, img2=Heidi_Klum_0001.jpg, score=0.5790, label=1, decision=NO_MATCH
[2026-06-28 15:48:20] PAIR: img1=Heidi_Klum_0005.jpg, img2=Heidi_Klum_0002.jpg, score=0.4637, label=1, decision=MATCH
[2026-06-28 15:48:21] PAIR: img1=Heidi_Klum_0005.jpg, img2=Heidi_Klum_0003.jpg, score=0.5564, label=1, decision=NO_MATCH
[2026-06-28 15:48:22] PAIR: img1=Heidi_Klum_0004.jpg, img2=Heidi_Klum_0001.jpg, score=0.5579, label=1, decision=NO_MATCH
[2026-06-28 15:48:23] PAIR: img1=Heidi_Klum_0004.jpg, img2=Heidi_Klum_0002.jpg, score=0.5128, label=1, decision=NO_MATCH
[2026-06-28 15:48:24] PAIR: img1=Heidi_Klum_0004.jpg, img2=Heidi_Klum_0003.jpg, score=0.5555, label=1, decision=NO_MATCH
[2026-06-28 15:48:24] PAIR: img1=Heidi_Klum_0001.jpg, img2=Heidi_Klum_0002.jpg, score=0.4584, label=1, decision=MATCH
[2026-06-28 15:48:26] PAIR: img1=Heidi_Klum_0001.jpg, img2=Heidi_Klum_0003.jpg, score=0.4387, label=1, decision=MATCH
[2026-06-28 15:48:27] PAIR: img1=Heidi_Klum_0002.jpg, img2=Heidi_Klum_0003.jpg, score=0.4499, label=1, decision=MATCH
[2026-06-28 15:48:31] PAIR: img1=Goldie_Hawn_0007.jpg, img2=Goldie_Hawn_0001.jpg, score=0.4520, label=1, decision=MATCH
[2026-06-28 15:48:32] PAIR: img1=Goldie_Hawn_0007.jpg, img2=Goldie_Hawn_0002.jpg, score=0.9095, label=1, decision=NO_MATCH
[2026-06-28 15:48:33] PAIR: img1=Goldie_Hawn_0007.jpg, img2=Goldie_Hawn_0004.jpg, score=0.3781, label=1, decision=MATCH
[2026-06-28 15:48:34] PAIR: img1=Goldie_Hawn_0007.jpg, img2=Goldie_Hawn_0005.jpg, score=0.3837, label=1, decision=MATCH
[2026-06-28 15:48:35] PAIR: img1=Goldie_Hawn_0001.jpg, img2=Goldie_Hawn_0002.jpg, score=0.9054, label=1, decision=NO_MATCH
[2026-06-28 15:48:36] PAIR: img1=Goldie_Hawn_0001.jpg, img2=Goldie_Hawn_0004.jpg, score=0.4281, label=1, decision=MATCH
[2026-06-28 15:48:37] PAIR: img1=Goldie_Hawn_0001.jpg, img2=Goldie_Hawn_0005.jpg, score=0.4701, label=1, decision=MATCH
[2026-06-28 15:48:37] PAIR: img1=Goldie_Hawn_0002.jpg, img2=Goldie_Hawn_0004.jpg, score=0.9390, label=1, decision=NO_MATCH
[2026-06-28 15:48:38] PAIR: img1=Goldie_Hawn_0002.jpg, img2=Goldie_Hawn_0005.jpg, score=0.8317, label=1, decision=NO_MATCH
[2026-06-28 15:48:39] PAIR: img1=Goldie_Hawn_0004.jpg, img2=Goldie_Hawn_0005.jpg, score=0.4846, label=1, decision=MATCH
[2026-06-28 15:48:41] PAIR: img1=Geoff_Hoon_0003.jpg, img2=Geoff_Hoon_0002.jpg, score=0.4908, label=1, decision=MATCH
[2026-06-28 15:48:42] PAIR: img1=Geoff_Hoon_0003.jpg, img2=Geoff_Hoon_0006.jpg, score=0.4568, label=1, decision=MATCH
[2026-06-28 15:48:44] PAIR: img1=Geoff_Hoon_0003.jpg, img2=Geoff_Hoon_0007.jpg, score=0.4336, label=1, decision=MATCH
[2026-06-28 15:48:45] PAIR: img1=Geoff_Hoon_0003.jpg, img2=Geoff_Hoon_0001.jpg, score=0.5661, label=1, decision=NO_MATCH
[2026-06-28 15:48:47] PAIR: img1=Geoff_Hoon_0002.jpg, img2=Geoff_Hoon_0006.jpg, score=0.4117, label=1, decision=MATCH
[2026-06-28 15:48:48] PAIR: img1=Geoff_Hoon_0002.jpg, img2=Geoff_Hoon_0007.jpg, score=0.3835, label=1, decision=MATCH
[2026-06-28 15:48:49] PAIR: img1=Geoff_Hoon_0002.jpg, img2=Geoff_Hoon_0001.jpg, score=0.4436, label=1, decision=MATCH
[2026-06-28 15:48:51] PAIR: img1=Geoff_Hoon_0006.jpg, img2=Geoff_Hoon_0007.jpg, score=0.3477, label=1, decision=MATCH
[2026-06-28 15:48:51] PAIR: img1=Geoff_Hoon_0006.jpg, img2=Geoff_Hoon_0001.jpg, score=0.5118, label=1, decision=NO_MATCH
[2026-06-28 15:48:52] PAIR: img1=Geoff_Hoon_0007.jpg, img2=Geoff_Hoon_0001.jpg, score=0.4161, label=1, decision=MATCH
[2026-06-28 15:48:52] PAIR: img1=Christine_Todd_Whitman_0001.jpg, img2=Christine_Todd_Whitman_0004.jpg, score=0.3468, label=1, decision=MATCH
[2026-06-28 15:48:52] PAIR: img1=Christine_Todd_Whitman_0001.jpg, img2=Christine_Todd_Whitman_0006.jpg, score=0.4771, label=1, decision=MATCH
[2026-06-28 15:48:52] PAIR: img1=Christine_Todd_Whitman_0001.jpg, img2=Christine_Todd_Whitman_0002.jpg, score=0.4328, label=1, decision=MATCH
[2026-06-28 15:48:52] PAIR: img1=Christine_Todd_Whitman_0001.jpg, img2=Christine_Todd_Whitman_0003.jpg, score=0.4483, label=1, decision=MATCH
[2026-06-28 15:48:52] PAIR: img1=Christine_Todd_Whitman_0004.jpg, img2=Christine_Todd_Whitman_0006.jpg, score=0.4345, label=1, decision=MATCH
[2026-06-28 15:48:52] PAIR: img1=Christine_Todd_Whitman_0004.jpg, img2=Christine_Todd_Whitman_0002.jpg, score=0.3859, label=1, decision=MATCH
[2026-06-28 15:48:53] PAIR: img1=Christine_Todd_Whitman_0004.jpg, img2=Christine_Todd_Whitman_0003.jpg, score=0.4025, label=1, decision=MATCH
[2026-06-28 15:48:53] PAIR: img1=Christine_Todd_Whitman_0006.jpg, img2=Christine_Todd_Whitman_0002.jpg, score=0.4689, label=1, decision=MATCH
[2026-06-28 15:48:53] PAIR: img1=Christine_Todd_Whitman_0006.jpg, img2=Christine_Todd_Whitman_0003.jpg, score=0.4763, label=1, decision=MATCH
[2026-06-28 15:48:53] PAIR: img1=Christine_Todd_Whitman_0002.jpg, img2=Christine_Todd_Whitman_0003.jpg, score=0.4706, label=1, decision=MATCH
[2026-06-28 15:48:53] PAIR: img1=Thaksin_Shinawatra_0005.jpg, img2=Thaksin_Shinawatra_0003.jpg, score=0.4136, label=1, decision=MATCH
[2026-06-28 15:48:54] PAIR: img1=Thaksin_Shinawatra_0005.jpg, img2=Thaksin_Shinawatra_0001.jpg, score=0.3279, label=1, decision=MATCH
[2026-06-28 15:48:55] PAIR: img1=Thaksin_Shinawatra_0005.jpg, img2=Thaksin_Shinawatra_0006.jpg, score=0.3890, label=1, decision=MATCH
[2026-06-28 15:48:55] PAIR: img1=Thaksin_Shinawatra_0005.jpg, img2=Thaksin_Shinawatra_0002.jpg, score=0.3672, label=1, decision=MATCH
[2026-06-28 15:48:55] PAIR: img1=Thaksin_Shinawatra_0003.jpg, img2=Thaksin_Shinawatra_0001.jpg, score=0.3654, label=1, decision=MATCH
[2026-06-28 15:48:56] PAIR: img1=Thaksin_Shinawatra_0003.jpg, img2=Thaksin_Shinawatra_0006.jpg, score=0.4591, label=1, decision=MATCH
[2026-06-28 15:48:56] PAIR: img1=Thaksin_Shinawatra_0003.jpg, img2=Thaksin_Shinawatra_0002.jpg, score=0.3627, label=1, decision=MATCH
[2026-06-28 15:48:56] PAIR: img1=Thaksin_Shinawatra_0001.jpg, img2=Thaksin_Shinawatra_0006.jpg, score=0.4043, label=1, decision=MATCH
[2026-06-28 15:48:57] PAIR: img1=Thaksin_Shinawatra_0001.jpg, img2=Thaksin_Shinawatra_0002.jpg, score=0.3386, label=1, decision=MATCH
[2026-06-28 15:48:58] PAIR: img1=Thaksin_Shinawatra_0006.jpg, img2=Thaksin_Shinawatra_0002.jpg, score=0.4456, label=1, decision=MATCH
[2026-06-28 15:49:00] PAIR: img1=Bulent_Ecevit_0005.jpg, img2=Bulent_Ecevit_0001.jpg, score=0.2782, label=1, decision=MATCH
[2026-06-28 15:49:01] PAIR: img1=Bulent_Ecevit_0005.jpg, img2=Bulent_Ecevit_0004.jpg, score=0.1962, label=1, decision=MATCH
[2026-06-28 15:49:06] PAIR: img1=Bulent_Ecevit_0005.jpg, img2=Bulent_Ecevit_0006.jpg, score=0.4142, label=1, decision=MATCH
[2026-06-28 15:49:06] PAIR: img1=Bulent_Ecevit_0005.jpg, img2=Bulent_Ecevit_0002.jpg, score=0.2463, label=1, decision=MATCH
[2026-06-28 15:49:07] PAIR: img1=Bulent_Ecevit_0001.jpg, img2=Bulent_Ecevit_0004.jpg, score=0.3201, label=1, decision=MATCH
[2026-06-28 15:49:08] PAIR: img1=Bulent_Ecevit_0001.jpg, img2=Bulent_Ecevit_0006.jpg, score=0.3935, label=1, decision=MATCH
[2026-06-28 15:49:09] PAIR: img1=Bulent_Ecevit_0001.jpg, img2=Bulent_Ecevit_0002.jpg, score=0.3310, label=1, decision=MATCH
[2026-06-28 15:49:11] PAIR: img1=Bulent_Ecevit_0004.jpg, img2=Bulent_Ecevit_0006.jpg, score=0.3926, label=1, decision=MATCH
[2026-06-28 15:49:11] PAIR: img1=Bulent_Ecevit_0004.jpg, img2=Bulent_Ecevit_0002.jpg, score=0.2206, label=1, decision=MATCH
[2026-06-28 15:49:12] PAIR: img1=Bulent_Ecevit_0006.jpg, img2=Bulent_Ecevit_0002.jpg, score=0.4472, label=1, decision=MATCH
[2026-06-28 15:49:13] PAIR: img1=Rudolph_Giuliani_0021.jpg, img2=Rudolph_Giuliani_0020.jpg, score=0.4554, label=1, decision=MATCH
[2026-06-28 15:49:13] PAIR: img1=Rudolph_Giuliani_0021.jpg, img2=Rudolph_Giuliani_0012.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 15:49:15] PAIR: img1=Rudolph_Giuliani_0021.jpg, img2=Rudolph_Giuliani_0019.jpg, score=0.4021, label=1, decision=MATCH
[2026-06-28 15:49:16] PAIR: img1=Rudolph_Giuliani_0021.jpg, img2=Rudolph_Giuliani_0007.jpg, score=0.5095, label=1, decision=NO_MATCH
[2026-06-28 15:49:16] PAIR: img1=Rudolph_Giuliani_0020.jpg, img2=Rudolph_Giuliani_0012.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 15:49:17] PAIR: img1=Rudolph_Giuliani_0020.jpg, img2=Rudolph_Giuliani_0019.jpg, score=0.4881, label=1, decision=MATCH
[2026-06-28 15:49:17] PAIR: img1=Rudolph_Giuliani_0020.jpg, img2=Rudolph_Giuliani_0007.jpg, score=0.4936, label=1, decision=MATCH
[2026-06-28 15:49:17] PAIR: img1=Rudolph_Giuliani_0012.jpg, img2=Rudolph_Giuliani_0019.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 15:49:17] PAIR: img1=Rudolph_Giuliani_0012.jpg, img2=Rudolph_Giuliani_0007.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 15:49:17] PAIR: img1=Rudolph_Giuliani_0019.jpg, img2=Rudolph_Giuliani_0007.jpg, score=0.4728, label=1, decision=MATCH
[2026-06-28 15:49:18] PAIR: img1=Yoko_Ono_0006.jpg, img2=Yoko_Ono_0001.jpg, score=0.4534, label=1, decision=MATCH
[2026-06-28 15:49:18] PAIR: img1=Yoko_Ono_0006.jpg, img2=Yoko_Ono_0005.jpg, score=0.4314, label=1, decision=MATCH
[2026-06-28 15:49:18] PAIR: img1=Yoko_Ono_0006.jpg, img2=Yoko_Ono_0003.jpg, score=0.4496, label=1, decision=MATCH
[2026-06-28 15:49:20] PAIR: img1=Yoko_Ono_0006.jpg, img2=Yoko_Ono_0004.jpg, score=0.4479, label=1, decision=MATCH
[2026-06-28 15:49:21] PAIR: img1=Yoko_Ono_0001.jpg, img2=Yoko_Ono_0005.jpg, score=0.3375, label=1, decision=MATCH
[2026-06-28 15:49:22] PAIR: img1=Yoko_Ono_0001.jpg, img2=Yoko_Ono_0003.jpg, score=0.3383, label=1, decision=MATCH
[2026-06-28 15:49:23] PAIR: img1=Yoko_Ono_0001.jpg, img2=Yoko_Ono_0004.jpg, score=0.3673, label=1, decision=MATCH
[2026-06-28 15:49:23] PAIR: img1=Yoko_Ono_0005.jpg, img2=Yoko_Ono_0003.jpg, score=0.3539, label=1, decision=MATCH
[2026-06-28 15:49:23] PAIR: img1=Yoko_Ono_0005.jpg, img2=Yoko_Ono_0004.jpg, score=0.4064, label=1, decision=MATCH
[2026-06-28 15:49:23] PAIR: img1=Yoko_Ono_0003.jpg, img2=Yoko_Ono_0004.jpg, score=0.3099, label=1, decision=MATCH
[2026-06-28 15:49:25] PAIR: img1=Mohammed_Al-Douri_0013.jpg, img2=Mohammed_Al-Douri_0005.jpg, score=0.4136, label=1, decision=MATCH
[2026-06-28 15:49:26] PAIR: img1=Mohammed_Al-Douri_0013.jpg, img2=Mohammed_Al-Douri_0002.jpg, score=0.3831, label=1, decision=MATCH
[2026-06-28 15:49:27] PAIR: img1=Mohammed_Al-Douri_0013.jpg, img2=Mohammed_Al-Douri_0004.jpg, score=0.4993, label=1, decision=MATCH
[2026-06-28 15:49:27] PAIR: img1=Mohammed_Al-Douri_0013.jpg, img2=Mohammed_Al-Douri_0015.jpg, score=0.4677, label=1, decision=MATCH
[2026-06-28 15:49:28] PAIR: img1=Mohammed_Al-Douri_0005.jpg, img2=Mohammed_Al-Douri_0002.jpg, score=0.3529, label=1, decision=MATCH
[2026-06-28 15:49:28] PAIR: img1=Mohammed_Al-Douri_0005.jpg, img2=Mohammed_Al-Douri_0004.jpg, score=0.4166, label=1, decision=MATCH
[2026-06-28 15:49:29] PAIR: img1=Mohammed_Al-Douri_0005.jpg, img2=Mohammed_Al-Douri_0015.jpg, score=0.4079, label=1, decision=MATCH
[2026-06-28 15:49:30] PAIR: img1=Mohammed_Al-Douri_0002.jpg, img2=Mohammed_Al-Douri_0004.jpg, score=0.4864, label=1, decision=MATCH
[2026-06-28 15:49:31] PAIR: img1=Mohammed_Al-Douri_0002.jpg, img2=Mohammed_Al-Douri_0015.jpg, score=0.4081, label=1, decision=MATCH
[2026-06-28 15:49:32] PAIR: img1=Mohammed_Al-Douri_0004.jpg, img2=Mohammed_Al-Douri_0015.jpg, score=0.4049, label=1, decision=MATCH
[2026-06-28 15:49:33] PAIR: img1=Billy_Crystal_0004.jpg, img2=Billy_Crystal_0003.jpg, score=0.5065, label=1, decision=NO_MATCH
[2026-06-28 15:49:34] PAIR: img1=Billy_Crystal_0004.jpg, img2=Billy_Crystal_0006.jpg, score=0.5083, label=1, decision=NO_MATCH
[2026-06-28 15:49:36] PAIR: img1=Billy_Crystal_0004.jpg, img2=Billy_Crystal_0005.jpg, score=0.5833, label=1, decision=NO_MATCH
[2026-06-28 15:49:37] PAIR: img1=Billy_Crystal_0004.jpg, img2=Billy_Crystal_0002.jpg, score=0.6094, label=1, decision=NO_MATCH
[2026-06-28 15:49:41] PAIR: img1=Billy_Crystal_0003.jpg, img2=Billy_Crystal_0006.jpg, score=0.5390, label=1, decision=NO_MATCH
[2026-06-28 15:49:42] PAIR: img1=Billy_Crystal_0003.jpg, img2=Billy_Crystal_0005.jpg, score=0.5343, label=1, decision=NO_MATCH
[2026-06-28 15:49:42] PAIR: img1=Billy_Crystal_0003.jpg, img2=Billy_Crystal_0002.jpg, score=0.5210, label=1, decision=NO_MATCH
[2026-06-28 15:49:43] PAIR: img1=Billy_Crystal_0006.jpg, img2=Billy_Crystal_0005.jpg, score=0.3503, label=1, decision=MATCH
[2026-06-28 15:49:44] PAIR: img1=Billy_Crystal_0006.jpg, img2=Billy_Crystal_0002.jpg, score=0.5322, label=1, decision=NO_MATCH
[2026-06-28 15:49:45] PAIR: img1=Billy_Crystal_0005.jpg, img2=Billy_Crystal_0002.jpg, score=0.5361, label=1, decision=NO_MATCH
[2026-06-28 15:49:46] PAIR: img1=Paul_Martin_0003.jpg, img2=Paul_Martin_0008.jpg, score=0.4683, label=1, decision=MATCH
[2026-06-28 15:49:47] PAIR: img1=Paul_Martin_0003.jpg, img2=Paul_Martin_0007.jpg, score=0.4273, label=1, decision=MATCH
[2026-06-28 15:49:48] PAIR: img1=Paul_Martin_0003.jpg, img2=Paul_Martin_0002.jpg, score=0.3940, label=1, decision=MATCH
[2026-06-28 15:49:50] PAIR: img1=Paul_Martin_0003.jpg, img2=Paul_Martin_0006.jpg, score=0.4278, label=1, decision=MATCH
[2026-06-28 15:49:51] PAIR: img1=Paul_Martin_0008.jpg, img2=Paul_Martin_0007.jpg, score=0.4596, label=1, decision=MATCH
[2026-06-28 15:49:53] PAIR: img1=Paul_Martin_0008.jpg, img2=Paul_Martin_0002.jpg, score=0.4447, label=1, decision=MATCH
[2026-06-28 15:49:54] PAIR: img1=Paul_Martin_0008.jpg, img2=Paul_Martin_0006.jpg, score=0.5354, label=1, decision=NO_MATCH
[2026-06-28 15:49:55] PAIR: img1=Paul_Martin_0007.jpg, img2=Paul_Martin_0002.jpg, score=0.4077, label=1, decision=MATCH
[2026-06-28 15:49:57] PAIR: img1=Paul_Martin_0007.jpg, img2=Paul_Martin_0006.jpg, score=0.4876, label=1, decision=MATCH
[2026-06-28 15:49:58] PAIR: img1=Paul_Martin_0002.jpg, img2=Paul_Martin_0006.jpg, score=0.4937, label=1, decision=MATCH
[2026-06-28 15:49:59] PAIR: img1=Kevin_Costner_0002.jpg, img2=Kevin_Costner_0005.jpg, score=0.4834, label=1, decision=MATCH
[2026-06-28 15:50:00] PAIR: img1=Kevin_Costner_0002.jpg, img2=Kevin_Costner_0006.jpg, score=0.6321, label=1, decision=NO_MATCH
[2026-06-28 15:50:01] PAIR: img1=Kevin_Costner_0002.jpg, img2=Kevin_Costner_0008.jpg, score=0.5704, label=1, decision=NO_MATCH
[2026-06-28 15:50:02] PAIR: img1=Kevin_Costner_0002.jpg, img2=Kevin_Costner_0007.jpg, score=0.5260, label=1, decision=NO_MATCH
[2026-06-28 15:50:02] PAIR: img1=Kevin_Costner_0005.jpg, img2=Kevin_Costner_0006.jpg, score=0.4507, label=1, decision=MATCH
[2026-06-28 15:50:04] PAIR: img1=Kevin_Costner_0005.jpg, img2=Kevin_Costner_0008.jpg, score=0.4852, label=1, decision=MATCH
[2026-06-28 15:50:06] PAIR: img1=Kevin_Costner_0005.jpg, img2=Kevin_Costner_0007.jpg, score=0.4788, label=1, decision=MATCH
[2026-06-28 15:50:07] PAIR: img1=Kevin_Costner_0006.jpg, img2=Kevin_Costner_0008.jpg, score=0.3866, label=1, decision=MATCH
[2026-06-28 15:50:09] PAIR: img1=Kevin_Costner_0006.jpg, img2=Kevin_Costner_0007.jpg, score=0.5237, label=1, decision=NO_MATCH
[2026-06-28 15:50:11] PAIR: img1=Kevin_Costner_0008.jpg, img2=Kevin_Costner_0007.jpg, score=0.4495, label=1, decision=MATCH
[2026-06-28 15:50:13] PAIR: img1=Ana_Palacio_0003.jpg, img2=Ana_Palacio_0004.jpg, score=0.4684, label=1, decision=MATCH
[2026-06-28 15:50:17] PAIR: img1=Ana_Palacio_0003.jpg, img2=Ana_Palacio_0007.jpg, score=0.3994, label=1, decision=MATCH
[2026-06-28 15:50:19] PAIR: img1=Ana_Palacio_0003.jpg, img2=Ana_Palacio_0008.jpg, score=0.4912, label=1, decision=MATCH
[2026-06-28 15:50:20] PAIR: img1=Ana_Palacio_0003.jpg, img2=Ana_Palacio_0002.jpg, score=0.4132, label=1, decision=MATCH
[2026-06-28 15:50:20] PAIR: img1=Ana_Palacio_0004.jpg, img2=Ana_Palacio_0007.jpg, score=0.4713, label=1, decision=MATCH
[2026-06-28 15:50:21] PAIR: img1=Ana_Palacio_0004.jpg, img2=Ana_Palacio_0008.jpg, score=0.4056, label=1, decision=MATCH
[2026-06-28 15:50:21] PAIR: img1=Ana_Palacio_0004.jpg, img2=Ana_Palacio_0002.jpg, score=0.3735, label=1, decision=MATCH
[2026-06-28 15:50:23] PAIR: img1=Ana_Palacio_0007.jpg, img2=Ana_Palacio_0008.jpg, score=0.4865, label=1, decision=MATCH
[2026-06-28 15:50:23] PAIR: img1=Ana_Palacio_0007.jpg, img2=Ana_Palacio_0002.jpg, score=0.4585, label=1, decision=MATCH
[2026-06-28 15:50:25] PAIR: img1=Ana_Palacio_0008.jpg, img2=Ana_Palacio_0002.jpg, score=0.5044, label=1, decision=NO_MATCH
[2026-06-28 15:50:27] PAIR: img1=Ana_Guevara_0006.jpg, img2=Ana_Guevara_0003.jpg, score=0.4466, label=1, decision=MATCH
[2026-06-28 15:50:28] PAIR: img1=Ana_Guevara_0006.jpg, img2=Ana_Guevara_0001.jpg, score=0.4883, label=1, decision=MATCH
[2026-06-28 15:50:29] PAIR: img1=Ana_Guevara_0006.jpg, img2=Ana_Guevara_0002.jpg, score=0.4460, label=1, decision=MATCH
[2026-06-28 15:50:31] PAIR: img1=Ana_Guevara_0006.jpg, img2=Ana_Guevara_0005.jpg, score=0.3651, label=1, decision=MATCH
